poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,num_harris
88964,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/18/24,2024-10-22,NA,NA,NA,NA,NA,NA,214404,2808,a,NA,a,NA,10/27/24 10:42,NA,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/ABC%20News%20Ipsos%20Topline%2010.27.2024.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1348
88964,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/18/24,2024-10-22,NA,NA,NA,NA,NA,NA,214405,2392,rv,NA,rv,NA,10/27/24 10:42,NA,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/ABC%20News%20Ipsos%20Topline%2010.27.2024.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,1172
88964,241,Ipsos,379,ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/18/24,2024-10-22,NA,NA,NA,NA,NA,NA,214406,1913,lv,NA,lv,NA,10/27/24 10:42,NA,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://abcnews.go.com/Politics/harris-regains-slight-lead-nationally-electoral-college-holds/story?id=115083875,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/ABC%20News%20Ipsos%20Topline%2010.27.2024.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,976
88867,568,YouGov,21672168,The Times of London | SAY24,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/18/24,2024-10-21,NA,NA,NA,NA,NA,NA,213717,1266,rv,NA,rv,NA,10/22/24 19:50,NA,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241023_01_44.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,595
88867,568,YouGov,21672168,The Times of London | SAY24,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/18/24,2024-10-21,NA,NA,NA,NA,NA,NA,213718,1189,lv,NA,lv,NA,10/22/24 19:50,NA,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,https://www.thetimes.com/world/us-world/article/harris-trump-poll-today-latest-us-election-f2gs226xl,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/Times_SAY24_20241023_01_44.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,571
88888,320,Monmouth,NA,NA,Monmouth University Polling Institute,215,Monmouth University Polling Institute,2.9,-0.9,Live Phone/Text-to-Web,9,National,10/17/24,2024-10-21,NA,NA,NA,NA,NA,NA,213826,802,rv,NA,rv,NA,10/23/24 11:54,NA,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102324/,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_102324/,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_102324.pdf/,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,377
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213571,3481,rv,NA,rv,NA,10/22/24 09:06,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,1601
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213572,3307,lv,NA,lv,NA,10/22/24 09:06,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,1587
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213720,4129,a,NA,a,NA,10/22/24 19:50,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,1693
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213721,4129,a,NA,a,NA,10/22/24 19:50,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,1693
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213722,3481,rv,NA,rv,NA,10/22/24 19:50,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,1566
88858,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/16/24,2024-10-21,NA,NA,NA,NA,NA,NA,213723,3307,lv,NA,lv,NA,10/22/24 19:50,NA,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/en-us/americans-are-divided-top-priorities-next-president,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuter%20Ipsos%20October%20Large%20Sample%20Horserace%20Topline%2010%2022%202024%20.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,1554
88910,1292,Hart/POS,576,CNBC,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,2.6,-0.7,Live Phone,4,National,10/15/24,2024-10-19,NA,NA,NA,NA,NA,NA,213974,1000,rv,NA,rv,NA,10/24/24 08:59,NA,https://www.cnbc.com/2024/10/24/presidential-election-is-a-dead-heat-though-trump-leads-harris-big-on-economy-says-cnbc-survey.html,https://www.cnbc.com/2024/10/24/presidential-election-is-a-dead-heat-though-trump-leads-harris-big-on-economy-says-cnbc-survey.html,https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2024/10/24/CNBC_All-America_Economic_Survey_Q3.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,460
88805,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1,Live Phone,8,National,10/14/24,2024-10-18,NA,NA,NA,NA,NA,NA,213433,1000,lv,NA,lv,NA,10/21/24 08:20,NA,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_marginals_part_1.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_tables_part_1.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45.3,453
88805,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1,Live Phone,8,National,10/14/24,2024-10-18,NA,NA,NA,NA,NA,NA,213434,1000,lv,NA,lv,NA,10/21/24 08:20,NA,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/academics/research-at-suffolk/political-research-center/polls/national#collapse-October-21-2024-National-Issues-Poll-with-USA-TODAY,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_marginals_part_1.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/10_21_2024_national_tables_part_1.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.7,497
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,National,10/12/24,2024-10-17,NA,NA,NA,NA,NA,NA,213380,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47.6,1990
88794,1528,AtlasIntel,NA,NA,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6,National,10/12/24,2024-10-17,NA,NA,NA,NA,NA,NA,213381,4180,lv,NA,lv,NA,10/20/24 13:11,NA,https://www.atlasintel.org/poll/usa-national-2024-1710,https://www.atlasintel.org/poll/usa-national-2024-1710,NA,https://cdn.atlasintel.org/1d356b0f-cda6-4fef-8f6f-d9b60de2cd55.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48.1,2011
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,10/14/24,2024-10-16,NA,NA,NA,NA,NA,NA,213123,1000,lv,NA,lv,NA,10/18/24 08:42,NA,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.5,495
88775,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Panel,5,National,10/14/24,2024-10-16,NA,NA,NA,NA,NA,NA,213280,2950,lv,NA,lv,NA,10/18/24 12:15,NA,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Toplines.pdf,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Crosstabs.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,1475
88864,1888,UMass Amherst/YouGov,NA,NA,University of Massachusetts Department of Political Science/YouGov,861,University of Massachusetts Department of Political Science/YouGov,2.4,-0.4,Online Panel,7.5,National,10/11/24,2024-10-16,NA,NA,NA,NA,NA,NA,213683,1412,a,NA,a,NA,10/22/24 14:05,NA,https://www.umass.edu/political-science/about/reports/2024-8,https://www.umass.edu/political-science/about/reports/2024-8,https://projects.fivethirtyeight.com/polls/241022_US_UMassAmhersttoplines.pdf,https://projects.fivethirtyeight.com/polls/241011_US_UMassAmherstxtabs.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,678
88710,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/12/24,2024-10-15,NA,NA,NA,NA,NA,NA,212851,1457,rv,NA,rv,NA,10/16/24 09:33,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,699
88710,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/12/24,2024-10-15,NA,NA,NA,NA,NA,NA,212852,1314,lv,NA,lv,NA,10/16/24 09:34,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ycklxBQ.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,644
88736,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9,National,10/11/24,2024-10-14,NA,NA,NA,NA,NA,NA,212989,1110,rv,NA,rv,NA,10/16/24 19:25,NA,https://www.foxnews.com/official-polls/fox-news-poll-trump-ahead-harris-2-points-nationally,https://www.foxnews.com/official-polls/fox-news-poll-trump-ahead-harris-2-points-nationally,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-11-14-2024_national_topline_october-17-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-11-14-2024_national_cross-tabs_october-17-release.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,533
88736,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9,National,10/11/24,2024-10-14,NA,NA,NA,NA,NA,NA,212990,870,lv,NA,lv,NA,10/16/24 19:25,NA,https://www.foxnews.com/official-polls/fox-news-poll-trump-ahead-harris-2-points-nationally,https://www.foxnews.com/official-polls/fox-news-poll-trump-ahead-harris-2-points-nationally,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-11-14-2024_national_topline_october-17-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-11-14-2024_national_cross-tabs_october-17-release.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,418
88719,149,Fairleigh Dickinson,NA,NA,Fairleigh Dickinson University,92,Fairleigh Dickinson University,2.6,-0.6,Live Phone/Text-to-Web,9.5,National,10/8/24,2024-10-14,NA,NA,NA,NA,NA,NA,212865,806,rv,NA,rv,NA,10/16/24 09:34,NA,https://www.fdu.edu/news/114088/,NA,NA,https://www.fdu.edu/news/114088/,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,403
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,212604,807,rv,NA,rv,NA,10/15/24 14:41,NA,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,45,363
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,212605,769,lv,NA,lv,NA,10/15/24 14:41,NA,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.reuters.com/world/us/harris-holds-steady-marginal-46-43-lead-over-trump-reutersipsos-poll-finds-2024-10-15/,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,47,361
88703,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,National,10/11/24,2024-10-13,NA,NA,NA,NA,NA,NA,213034,938,a,NA,a,NA,10/16/24 19:43,NA,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-october-2024,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-october-2024,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2010%2016%202024%20PDF.pdf,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41,385
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/8/24,2024-10-11,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,1383
