pct,pollscore,methodology,transparency_score,hypothetical
46,-0.3,Online Panel,3,FALSE
45,-0.9,Probability Panel,9.5,FALSE
42,-0.9,Probability Panel,9.5,FALSE
47,-0.9,Probability Panel,9.5,FALSE
44,-0.9,Probability Panel,9.5,FALSE
46,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
47.5,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
44.6,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
46.5,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
45.6,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
44.8,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
51,-1.1,Online Panel,9,FALSE
48,-1.1,Online Panel,9,FALSE
44.9,0.1,Live Phone,6,TRUE
44,0.1,Live Phone,6,TRUE
2.6,0.1,Live Phone,6,TRUE
2.1,0.1,Live Phone,6,TRUE
0.5,0.1,Live Phone,6,TRUE
0,0.1,Live Phone,6,TRUE
0,0.1,Live Phone,6,TRUE
1.2,0.1,Live Phone,6,TRUE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
52,-0.9,Online Panel/Text-to-Web,9,FALSE
47,-0.9,Online Panel/Text-to-Web,9,FALSE
51,-0.9,Online Panel/Text-to-Web,9,FALSE
48,-0.9,Online Panel/Text-to-Web,9,FALSE
50,-0.4,Online Panel,5,FALSE
47,-0.4,Online Panel,5,FALSE
50,-1.5,Live Phone,9,FALSE
47,-1.5,Live Phone,9,FALSE
49,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
2,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
47,-1.5,Live Phone,9,FALSE
49,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
46,-1.5,Live Phone,9,FALSE
51,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
45,-1.5,Live Phone,9,FALSE
51,-1.5,Live Phone,9,FALSE
44,-1.5,Live Phone,9,FALSE
49,-1.5,Live Phone,9,FALSE
2,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
47,-0.4,Online Panel,5,FALSE
50,-0.4,Online Panel,5,FALSE
56,-0.4,Online Panel,7.5,FALSE
30,-0.4,Online Panel,7.5,FALSE
2,-0.4,Online Panel,7.5,FALSE
1,-0.4,Online Panel,7.5,FALSE
1,-0.4,Online Panel,7.5,FALSE
1,-0.4,Online Panel,7.5,FALSE
50,-1.1,Probability Panel,10,FALSE
50,-1.1,Probability Panel,10,FALSE
43,-1.1,Probability Panel,10,TRUE
39,-1.1,Probability Panel,10,TRUE
10,-1.1,Probability Panel,10,TRUE
3,-1.1,Probability Panel,10,TRUE
1,-1.1,Probability Panel,10,TRUE
3,-1.1,Probability Panel,10,TRUE
50,-1.1,Probability Panel,10,FALSE
50,-1.1,Probability Panel,10,FALSE
44,-1.1,Probability Panel,10,TRUE
41,-1.1,Probability Panel,10,TRUE
9,-1.1,Probability Panel,10,TRUE
2,-1.1,Probability Panel,10,TRUE
1,-1.1,Probability Panel,10,TRUE
2,-1.1,Probability Panel,10,TRUE
46,-0.3,Online Panel,4,FALSE
51,-0.3,Online Panel,4,FALSE
1,-0.3,Online Panel,4,FALSE
0,-0.3,Online Panel,4,FALSE
46,-0.3,Text,5,FALSE
48,-0.3,Text,5,FALSE
48,-0.3,Text,5,FALSE
48,-0.3,Text,5,FALSE
47,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
46,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
43,-0.1,Text-to-Web,7,TRUE
50,-0.1,Text-to-Web,7,TRUE
7,-0.1,Text-to-Web,7,TRUE
46,-0.1,Text-to-Web,7,FALSE
54,-0.1,Text-to-Web,7,FALSE
49.2,-0.4,Online Panel,3,FALSE
45.3,-0.4,Online Panel,3,FALSE
47.5,-0.4,Online Panel,3,FALSE
48.9,-0.4,Online Panel,3,FALSE
48.5,-0.4,Online Panel,3,FALSE
44.9,-0.4,Online Panel,3,FALSE
1.3,-0.4,Online Panel,3,FALSE
0.5,-0.4,Online Panel,3,FALSE
48.3,-0.4,Online Panel,3,FALSE
49,-0.4,Online Panel,3,FALSE
1.3,-0.4,Online Panel,3,FALSE
0.2,-0.4,Online Panel,3,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
46,0.3,Live Phone/Text-to-Web,1,FALSE
49,0.3,Live Phone/Text-to-Web,1,FALSE
45,0.3,Live Phone/Text-to-Web,1,FALSE
50,0.3,Live Phone/Text-to-Web,1,FALSE
48,0.3,Live Phone/Text-to-Web,1,FALSE
49,0.3,Live Phone/Text-to-Web,1,FALSE
47,0.3,Live Phone/Text-to-Web,1,FALSE
50,0.3,Live Phone/Text-to-Web,1,FALSE
47,0.3,Live Phone/Text-to-Web,1,FALSE
48,0.3,Live Phone/Text-to-Web,1,FALSE
48,0.3,Live Phone/Text-to-Web,1,FALSE
49,0.3,Live Phone/Text-to-Web,1,FALSE
48,0.3,Live Phone/Text-to-Web,1,FALSE
49,0.3,Live Phone/Text-to-Web,1,FALSE
47,-0.3,Text,5,FALSE
49,-0.3,Text,5,FALSE
44.9,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
46.2,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
49,0.3,IVR/Text,5,FALSE
47,0.3,IVR/Text,5,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
48.2,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
50.5,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.8,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.7,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.7,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.6,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.2,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
48.1,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.9,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.7,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.2,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
49.9,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
39,-1.5,Live Phone,9,FALSE
57,-1.5,Live Phone,9,FALSE
38,-1.5,Live Phone,9,FALSE
56,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
40,-1.5,Live Phone,9,FALSE
57,-1.5,Live Phone,9,FALSE
39,-1.5,Live Phone,9,FALSE
56,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
47,0.2,Live Phone/Online Panel/Text-to-Web,6,FALSE
47,0.2,Live Phone/Online Panel/Text-to-Web,6,FALSE
1,0.2,Live Phone/Online Panel/Text-to-Web,6,FALSE
1,0.2,Live Phone/Online Panel/Text-to-Web,6,FALSE
44,-0.4,Live Phone/Text-to-Web,1,FALSE
51,-0.4,Live Phone/Text-to-Web,1,FALSE
46,-0.7,Live Phone,4,TRUE
47,-0.7,Live Phone,4,TRUE
2,-0.7,Live Phone,4,TRUE
0,-0.7,Live Phone,4,TRUE
1,-0.7,Live Phone,4,TRUE
1,-0.7,Live Phone,4,TRUE
0,-0.7,Live Phone,4,TRUE
48,-0.7,Live Phone,4,FALSE
48,-0.7,Live Phone,4,FALSE
49,-0.9,Probability Panel,9.5,FALSE
48,-0.9,Probability Panel,9.5,FALSE
0,-0.9,Probability Panel,9.5,FALSE
1,-0.9,Probability Panel,9.5,FALSE
1,-0.9,Probability Panel,9.5,FALSE
49,-0.9,Probability Panel,9.5,FALSE
47,-0.9,Probability Panel,9.5,FALSE
0,-0.9,Probability Panel,9.5,FALSE
1,-0.9,Probability Panel,9.5,FALSE
1,-0.9,Probability Panel,9.5,FALSE
50,-0.9,Probability Panel,9.5,FALSE
48,-0.9,Probability Panel,9.5,FALSE
0,-0.9,Probability Panel,9.5,FALSE
0,-0.9,Probability Panel,9.5,FALSE
1,-0.9,Probability Panel,9.5,FALSE
50,-0.9,Probability Panel,9.5,FALSE
49,-0.9,Probability Panel,9.5,FALSE
50,-0.9,Probability Panel,9.5,FALSE
49,-0.9,Probability Panel,9.5,FALSE
51,-0.9,Probability Panel,9.5,FALSE
48,-0.9,Probability Panel,9.5,FALSE
38,0.6,Text-to-Web/Online Ad,5,FALSE
58,0.6,Text-to-Web/Online Ad,5,FALSE
46,-0.3,Live Phone/Text-to-Web,2,TRUE
46,-0.3,Live Phone/Text-to-Web,2,TRUE
3,-0.3,Live Phone/Text-to-Web,2,TRUE
1,-0.3,Live Phone/Text-to-Web,2,TRUE
0,-0.3,Live Phone/Text-to-Web,2,TRUE
0,-0.3,Live Phone/Text-to-Web,2,TRUE
48,-0.3,Live Phone/Text-to-Web,2,FALSE
49,-0.3,Live Phone/Text-to-Web,2,FALSE
47,-1.1,Online Panel,9,FALSE
44,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
0,-1.1,Online Panel,9,FALSE
49,-1.1,Online Panel,9,FALSE
45,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
0,-1.1,Online Panel,9,FALSE
51,-0.5,Online Panel,6,FALSE
48,-0.5,Online Panel,6,FALSE
50,-0.5,Online Panel,6,FALSE
49,-0.5,Online Panel,6,FALSE
50,-0.5,Online Panel,6,FALSE
48,-0.5,Online Panel,6,FALSE
51,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
42,-0.9,Probability Panel,9.5,FALSE
38,-0.9,Probability Panel,9.5,FALSE
46,-0.9,Probability Panel,9.5,FALSE
43,-0.9,Probability Panel,9.5,FALSE
47,-0.9,Probability Panel,9.5,FALSE
45,-0.9,Probability Panel,9.5,FALSE
48,-0.9,Probability Panel,9.5,FALSE
47,-0.9,Probability Panel,9.5,FALSE
50,-0.9,Probability Panel,9.5,FALSE
48,-0.9,Probability Panel,9.5,FALSE
51,-0.9,Probability Panel,9.5,FALSE
49,-0.9,Probability Panel,9.5,FALSE
47,-0.5,Live Phone,9,FALSE
50,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
47,-0.5,Live Phone,9,FALSE
51,-0.5,Live Phone,9,FALSE
49,-0.5,Live Phone,9,FALSE
46,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
49,-0.5,Live Phone,9,FALSE
47,-0.5,Live Phone,9,FALSE
46,-0.5,Live Phone,9,FALSE
48,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
47,-0.5,Live Phone,9,FALSE
49,-0.5,Live Phone,9,FALSE
47,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
51,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
47,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
51,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
46,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
52,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
46,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
53,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
46,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
52,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
46,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
52,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
45,-1.2,Live Phone/Text-to-Web,9,FALSE
51,-1.2,Live Phone/Text-to-Web,9,FALSE
44,-1.2,Live Phone/Text-to-Web,9,FALSE
51,-1.2,Live Phone/Text-to-Web,9,FALSE
38,-0.4,Online Panel/Text-to-Web,6,FALSE
54,-0.4,Online Panel/Text-to-Web,6,FALSE
36,-0.4,Online Panel/Text-to-Web,6,FALSE
54,-0.4,Online Panel/Text-to-Web,6,FALSE
0,-0.4,Online Panel/Text-to-Web,6,FALSE
2,-0.4,Online Panel/Text-to-Web,6,FALSE
2,-0.4,Online Panel/Text-to-Web,6,FALSE
0,-0.4,Online Panel/Text-to-Web,6,FALSE
39,-0.4,Online Panel/Text-to-Web,6,FALSE
52,-0.4,Online Panel/Text-to-Web,6,FALSE
37,-0.4,Online Panel/Text-to-Web,6,FALSE
51,-0.4,Online Panel/Text-to-Web,6,FALSE
0,-0.4,Online Panel/Text-to-Web,6,FALSE
2,-0.4,Online Panel/Text-to-Web,6,FALSE
1,-0.4,Online Panel/Text-to-Web,6,FALSE
1,-0.4,Online Panel/Text-to-Web,6,FALSE
47.72,0.4,Online Panel,9,FALSE
45.99,0.4,Online Panel,9,FALSE
0.7,0.4,Online Panel,9,FALSE
0.52,0.4,Online Panel,9,FALSE
49,-0.5,Online Panel,6,FALSE
45,-0.5,Online Panel,6,FALSE
51,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
48,-0.4,Probability Panel,8,TRUE
47,-0.4,Probability Panel,8,TRUE
2,-0.4,Probability Panel,8,TRUE
1,-0.4,Probability Panel,8,TRUE
1,-0.4,Probability Panel,8,TRUE
0,-0.4,Probability Panel,8,TRUE
50,-0.4,Probability Panel,8,FALSE
49,-0.4,Probability Panel,8,FALSE
49,-1.5,Live Phone,9,FALSE
46,-1.5,Live Phone,9,FALSE
47,-1.5,Live Phone,9,FALSE
44,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
41,-1.5,Live Phone,9,FALSE
55,-1.5,Live Phone,9,FALSE
40,-1.5,Live Phone,9,FALSE
53,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
41,-1.5,Live Phone,9,FALSE
54,-1.5,Live Phone,9,FALSE
40,-1.5,Live Phone,9,FALSE
53,-1.5,Live Phone,9,FALSE
0,-1.5,Live Phone,9,FALSE
1,-1.5,Live Phone,9,FALSE
51,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
61.2,-1,Live Phone,8,FALSE
32.2,-1,Live Phone,8,FALSE
0.8,-1,Live Phone,8,FALSE
0.8,-1,Live Phone,8,FALSE
0.2,-1,Live Phone,8,FALSE
1.2,-1,Live Phone,8,FALSE
49,-0.4,Online Panel,3,FALSE
46,-0.4,Online Panel,3,FALSE
48,-0.4,Online Panel,3,TRUE
45,-0.4,Online Panel,3,TRUE
2,-0.4,Online Panel,3,TRUE
0,-0.4,Online Panel,3,TRUE
0,-0.4,Online Panel,3,TRUE
46,-1.1,Online Panel,9,FALSE
45,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
48,-1.1,Online Panel,9,FALSE
46,-1.1,Online Panel,9,FALSE
48,-1.1,Online Panel,9,FALSE
47,-1.1,Online Panel,9,FALSE
44.5,1.7,Online Panel,9,FALSE
41.5,1.7,Online Panel,9,FALSE
48.7,1.7,Online Panel,9,FALSE
44.6,1.7,Online Panel,9,FALSE
49.9,1.7,Online Panel,9,FALSE
46.4,1.7,Online Panel,9,FALSE
51,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.4,Online Panel,6,FALSE
46,-0.4,Online Panel,6,FALSE
0,-0.4,Online Panel,6,FALSE
1,-0.4,Online Panel,6,FALSE
49,-0.4,Online Panel,6,FALSE
47,-0.4,Online Panel,6,FALSE
47,-0.4,Online Panel,6,FALSE
46,-0.4,Online Panel,6,FALSE
47,-0.4,Online Panel,6,FALSE
45,-0.4,Online Panel,6,FALSE
1,-0.4,Online Panel,6,FALSE
1,-0.4,Online Panel,6,FALSE
46.8,-0.2,Live Phone,1,TRUE
44.2,-0.2,Live Phone,1,TRUE
4.7,-0.2,Live Phone,1,TRUE
1.2,-0.2,Live Phone,1,TRUE
1.2,-0.2,Live Phone,1,TRUE
0.8,-0.2,Live Phone,1,TRUE
43,-1.1,Live Phone,6,FALSE
49,-1.1,Live Phone,6,FALSE
44,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
42,-1.5,Live Phone,9,FALSE
49,-1.5,Live Phone,9,FALSE
2,-1.5,Live Phone,9,FALSE
2,-1.5,Live Phone,9,FALSE
44,-1.5,Live Phone,9,FALSE
50,-1.5,Live Phone,9,FALSE
41,-1.5,Live Phone,9,FALSE
48,-1.5,Live Phone,9,FALSE
2,-1.5,Live Phone,9,FALSE
3,-1.5,Live Phone,9,FALSE
52,-0.6,Live Phone,9,FALSE
41,-0.6,Live Phone,9,FALSE
49,-1.2,Online Panel,10,FALSE
46,-1.2,Online Panel,10,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
49,-0.4,Online Panel,5,FALSE
49,-0.4,Online Panel,5,FALSE
49,-0.4,Online Panel,5,FALSE
49,-0.4,Online Panel,5,FALSE
51,-0.5,Online Panel,6,FALSE
44,-0.5,Online Panel,6,FALSE
1,-0.5,Online Panel,6,FALSE
1,-0.5,Online Panel,6,FALSE
0,-0.5,Online Panel,6,FALSE
46,-0.4,Online Panel,5,FALSE
50,-0.4,Online Panel,5,FALSE
50,-0.3,Online Panel,3,FALSE
45,-0.3,Online Panel,3,FALSE
47,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
45,0.4,Online Panel,9,FALSE
49,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
46,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
51,0.4,Online Panel,9,FALSE
43,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
45,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
48,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
47,0.4,Online Panel,9,FALSE
46,0.4,Online Panel,9,FALSE
1,0.4,Online Panel,9,FALSE
0,0.4,Online Panel,9,FALSE
46.8,-1.1,Online Panel,4.5,FALSE
44.7,-1.1,Online Panel,4.5,FALSE
45,0.2,Live Phone,1,FALSE
47,0.2,Live Phone,1,FALSE
44,0.2,Live Phone,1,FALSE
47,0.2,Live Phone,1,FALSE
48,0.2,Live Phone,1,FALSE
46,0.2,Live Phone,1,FALSE
45,0.2,Live Phone,1,FALSE
47,0.2,Live Phone,1,FALSE
46,0.2,Live Phone,1,FALSE
46,0.2,Live Phone,1,FALSE
46,0.2,Live Phone,1,FALSE
47,0.2,Live Phone,1,FALSE
48,-1.1,Online Panel,9,FALSE
45,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
0,-1.1,Online Panel,9,FALSE
49,-1.1,Online Panel,9,FALSE
46,-1.1,Online Panel,9,FALSE
1,-1.1,Online Panel,9,FALSE
0,-1.1,Online Panel,9,FALSE
50.2,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
48.6,-1.1,IVR/Online Panel/Text-to-Web,7,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
50,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
48,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
50,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
47,-0.9,Live Phone/Online Panel/Text-to-Web,9,FALSE
57,-0.2,Email,9,TRUE
35,-0.2,Email,9,TRUE
2,-0.2,Email,9,TRUE
1,-0.2,Email,9,TRUE
1,-0.2,Email,9,TRUE
0,-0.2,Email,9,TRUE
47,-0.3,Live Phone,2,FALSE
49,-0.3,Live Phone,2,FALSE
1,-0.3,Live Phone,2,FALSE
0,-0.3,Live Phone,2,FALSE
48,-0.3,Live Phone,2,FALSE
50,-0.3,Live Phone,2,FALSE
48,-0.2,Text-to-Web,7,FALSE
49,-0.2,Text-to-Web,7,FALSE
47,-0.2,Text-to-Web,7,TRUE
47,-0.2,Text-to-Web,7,TRUE
2,-0.2,Text-to-Web,7,TRUE
1,-0.2,Text-to-Web,7,TRUE
1,-0.2,Text-to-Web,7,TRUE
0,-0.2,Text-to-Web,7,TRUE
0,-0.2,Text-to-Web,7,TRUE
0,-0.2,Text-to-Web,7,TRUE
47.7,-0.3,Text,5,FALSE
49.1,-0.3,Text,5,FALSE
48.4,-0.3,Text,5,FALSE
49.3,-0.3,Text,5,FALSE
49.3,-0.3,Text,5,FALSE
49.5,-0.3,Text,5,FALSE
48.3,-0.3,Text,5,FALSE
48.1,-0.3,Text,5,FALSE
46,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
47.1,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
44.7,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
46.9,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
32,-0.1,Live Phone,3,FALSE
59,-0.1,Live Phone,3,FALSE
1,-0.1,Live Phone,3,FALSE
50,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
48,0.4,Online Panel,9,TRUE
46,0.4,Online Panel,9,TRUE
1,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
0,0.4,Online Panel,9,TRUE
49,0.6,IVR,5,FALSE
50,0.6,IVR,5,FALSE
51,-0.3,Online Panel,3,FALSE
46,-0.3,Online Panel,3,FALSE
43,-0.1,Probability Panel,7,TRUE
52,-0.1,Probability Panel,7,TRUE
6,-0.1,Probability Panel,7,TRUE
45.3,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
47.5,0.6,IVR/Live Phone/Text/Online Panel/Email,4,FALSE
47.6,-0.3,Live Phone,4.5,FALSE
45.4,-0.3,Live Phone,4.5,FALSE
48,-1.2,Live Phone/Text-to-Web,9,FALSE
50,-1.2,Live Phone/Text-to-Web,9,FALSE
47,-1.2,Live Phone/Text-to-Web,9,FALSE
50,-1.2,Live Phone/Text-to-Web,9,FALSE
47,-0.5,Live Phone,9,FALSE
49,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
48,-0.5,Live Phone,9,FALSE
49,-0.5,Live Phone,9,FALSE
44,-0.5,Live Phone,9,FALSE
50,-0.5,Live Phone,9,FALSE
0,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
1,-0.5,Live Phone,9,FALSE
45,-0.5,Live Phone,9,FALSE
50,-0.5,Live Phone,9,FALSE
47,-0.5,Live Phone/Text-to-Web,1,FALSE
46,-0.5,Live Phone/Text-to-Web,1,FALSE
